gene,EntrezID,p_value,loading
AGAP2,116986,0.022,-0.434273332357407
FZR1,51343,0.134,-0.434197902679443
MT1A,4489,0.066,-0.434106200933456
SERF2,10169,0.106,-0.434070825576782
MSRB2,22921,0.185,-0.434061318635941
PM20D2,135293,0.09,-0.434045165777206
RAMP1,10267,0.035,-0.433986067771912
YAP1,10413,0.016,-0.433938026428223
TBXA2R,6915,0.062,-0.433882147073746
BBC3,27113,0.045,-0.43379670381546
AKIRIN2,55122,0.049,-0.433608144521713
VSIG8,391123,0.005,-0.433357149362564
CHPT1,56994,0.025,-0.433298707008362
VASN,114990,0.066,-0.433272749185562
LGALS3,3958,0.009,-0.433233618736267
UBE2Z,65264,0.173,-0.432954043149948
DSEL,92126,0.021,-0.432871431112289
CPNE5,57699,0.074,-0.432830363512039
PHGDH,26227,0.04,-0.432820051908493
NUBPL,80224,0.138,-0.432754248380661
SVOP,55530,0.217,-0.432629644870758
MEIG1,644890,0.021,-0.43246528506279
PP7080,0,0.026,-0.432362586259842
CDKN2D,1032,0.126,-0.432280421257019
FAM204A,63877,0.009,-0.432266712188721
NT5C3A,0,0.014,-0.432219117879868
TMEM132A,54972,0.106,-0.432157427072525
PTPRC,5788,0.039,-0.432131081819534
DYRK2,8445,0.241,-0.432104796171188
GNG12,55970,0.02,-0.432056933641434
GSTP1,2950,0.112,-0.432008534669876
HSD11B1L,374875,0.182,-0.431745529174805
DACT3,147906,0.168,-0.431732058525085
GALNT17,0,0.19,-0.431714296340942
LINC01881,0,0.016,-0.431699246168137
HMGB3,3149,0.039,-0.431690007448196
RNF11,26994,0.097,-0.431662499904633
GUK1,2987,0.24,-0.431593328714371
CD6,923,0.312,-0.431399792432785
ZNF462,58499,0.02,-0.43121862411499
MRPL28,10573,0.13,-0.431206852197647
ATP5ME,0,0.104,-0.431198269128799
CMKLR1,1240,0.016,-0.431183010339737
GGCX,2677,0.085,-0.431122660636902
LINC01547,0,0.042,-0.43105685710907
MX2,4600,0.063,-0.431048482656479
BLM,641,0.036,-0.431016623973846
NHP2,55651,0.157,-0.430875927209854
POLB,5423,0.017,-0.430733144283295
MPHOSPH6,10200,0.095,-0.430599898099899
C2orf69,205327,0.1,-0.430587708950043
TTC38,55020,0.034,-0.430582404136658
METTL26,0,0.043,-0.430337637662888
KLRC3,3823,0.036,-0.430331498384476
SAR1A,56681,0.049,-0.430293321609497
TMEM108,66000,0.056,-0.430275410413742
DOK5,55816,0.064,-0.430249273777008
RGS18,64407,0.103,-0.430077701807022
FCGBP,8857,0.061,-0.429885238409042
P2RX5,5026,0.205,-0.429737716913223
KLF6,1316,0.262,-0.429717361927032
KCNG3,170850,0.049,-0.42961922287941
MYH15,22989,0.085,-0.429551392793655
LIFR-AS1,0,0.019,-0.42948454618454
SULF1,23213,0.175,-0.429277092218399
ZDHHC24,254359,0.028,-0.429175943136215
ZNF45,7596,0.035,-0.429042547941208
MCFD2,90411,0.009,-0.428909868001938
CHCHD6,84303,0.234,-0.428868770599365
CCBE1,147372,0.1,-0.428742796182632
ZNF710-AS1,0,0.028,-0.428602576255798
EPB41L4B,54566,0.08,-0.428479373455048
PUF60,22827,0.055,-0.428403586149216
PSMA6,5687,0.208,-0.428235411643982
WDR13,64743,0.044,-0.428232878446579
DDR1,780,0.004,-0.427990019321442
ATP8A2,51761,0.039,-0.42779865860939
NACC1,112939,0.01,-0.42777892947197
CCNY,219771,0.024,-0.427729994058609
GPR34,2857,0.132,-0.427574217319489
SOGA1,0,0.023,-0.427487045526505
SPRED1,161742,0.031,-0.427447229623795
FBXO44,93611,0.084,-0.427395105361938
TCEAL9,0,0.001,-0.427372545003891
CYTOR,0,0.086,-0.427208036184311
LOC101927752,0,0.059,-0.427167326211929
ANG,283,0.054,-0.427130222320557
CD68,968,0.076,-0.427067160606384
MYB,4602,0.087,-0.426981925964355
WDFY2,115825,0.008,-0.426863044500351
CRIP2,1397,0.221,-0.426748752593994
KIRREL2,84063,0.105,-0.426630735397339
ZFP69,0,0.206,-0.426569074392319
RAPSN,5913,0.025,-0.426533222198486
DBI,1622,0.025,-0.426415801048279
SYTL2,54843,0.121,-0.426372468471527
ASIC2,0,0.028,-0.426245659589767
GRK6,2870,0.017,-0.426048576831818
PTPRZ1,5803,0.017,-0.425869554281235
ALB,213,0.001,-0.425702482461929
SFRP2,6423,0.019,-0.425653874874115
ARMCX1,51309,0.117,-0.425629317760468
IFT27,0,0.196,-0.425348043441772
ZNF677,342926,0.126,-0.425339579582214
PIGF,5281,0.134,-0.425154000520706
BCAN,63827,0.024,-0.425041943788528
PPP1R9B,84687,0.013,-0.424999803304672
CCR1,1230,0.104,-0.424971908330917
MOSPD2,158747,0.035,-0.424842536449432
NUDT4,0,0.264,-0.424802124500275
SOCS7,30837,0.012,-0.424702823162079
LCMT1,51451,0.223,-0.424604386091232
RPS8,6202,0.004,-0.42449289560318
CETN3,1070,0.01,-0.424427062273026
CYP4V2,285440,0.023,-0.424394875764847
RARS,5917,0.173,-0.424382120370865
RASAL3,64926,0.061,-0.424169957637787
FNDC9,0,0.152,-0.424152404069901
LOC105374952,0,0.046,-0.423737078905106
RBBP7,5931,0.126,-0.423730105161667
PTER,9317,0.127,-0.423657089471817
NUDT10,170685,0.21,-0.423521906137466
HILS1,373861,0.081,-0.423516362905502
SEC22B,9554,0.081,-0.423166185617447
SPIN4,139886,0.004,-0.422938764095306
CREB3,10488,0.011,-0.422911018133163
GRIN2C,2905,0.024,-0.422900795936584
SLC17A7,57030,0.033,-0.42288738489151
CFAP44,0,0.038,-0.422481745481491
ZNF512B,57473,0.011,-0.42224508523941
FAM24B,196792,0.065,-0.42216557264328
SCG3,29106,0.238,-0.42210927605629
ZFR2,23217,0.081,-0.422023743391037
TMEM63C,57156,0.014,-0.422005742788315
NRG3,10718,0.036,-0.42198172211647
RPL26,6154,0.029,-0.421788454055786
TTPA,7274,0.041,-0.421560972929001
TLR3,7098,0.063,-0.421425044536591
GBA,2629,0.288,-0.421097576618195
ITGB4,3691,0.094,-0.421031177043915
C11orf95,65998,0.031,-0.421025842428207
CSPG5,10675,0.032,-0.420955508947372
PLK2,10769,0.03,-0.420865774154663
SPATA13,221178,0.007,-0.420854836702347
LOC645166,0,0.021,-0.42076501250267
PBLD,64081,0.002,-0.420735836029053
DGKH,160851,0.01,-0.42069485783577
SLC4A4,8671,0.014,-0.420660972595215
NYAP2,0,0.035,-0.420576184988022
PLXNA3,55558,0.021,-0.42053148150444
TMC8,147138,0.023,-0.420522153377533
DENND1A,57706,0.013,-0.420487880706787
ZNF827,152485,0.234,-0.420477092266083
PSMF1,9491,0.006,-0.420260697603226
TIMM17B,10245,0.123,-0.420180886983871
TPST1,8460,0.222,-0.420120090246201
MEGF11,84465,0.004,-0.420110791921616
CHAF1B,8208,0.075,-0.419894367456436
MAOA,4128,0.014,-0.419840961694717
RUBCNL,0,0.069,-0.419767200946808
CCDC189,0,0.036,-0.419736951589584
TMEM59L,25789,0.21,-0.419691026210785
BATF3,55509,0.118,-0.419678300619125
ATP8A1,10396,0.012,-0.419645756483078
HSD3B7,80270,0.009,-0.419543236494064
VBP1,7411,0.06,-0.419491559267044
MAPRE2,10982,0.017,-0.419384568929672
WFIKKN2,124857,0.018,-0.419013947248459
TNFRSF11A,8792,0.104,-0.418872535228729
CRIM1,51232,0.02,-0.418796122074127
MAPK3,5595,0.096,-0.41860419511795
RAC2,5880,0.061,-0.41856649518013
HSD17B10,3028,0.135,-0.418564438819885
PET100,100131801,0.088,-0.418555855751038
MZT1,0,0.108,-0.418485999107361
RNF216P1,0,0.001,-0.418372184038162
NPTX1,4884,0.139,-0.418038129806519
DAP,1611,0.004,-0.417837411165237
HMGCL,3155,0.126,-0.417786777019501
FAM27E3,0,0.019,-0.417744576931
RPL31P11,641311,0.122,-0.417713642120361
NIPSNAP3A,25934,0.154,-0.41766095161438
SEL1L3,0,0.03,-0.417655616998672
HEXA,3073,0.029,-0.417386621236801
C1QTNF3,114899,0.017,-0.417361706495285
ERICH3,0,0.046,-0.417261719703674
GPC6,10082,0.005,-0.417226105928421
MILR1,284021,0.047,-0.417025208473206
ARAP1,116985,0.004,-0.416988879442215
01-Mar,0,0.07,-0.416887879371643
FGL2,10875,0.005,-0.416638433933258
CTR9,9646,0.144,-0.416551113128662
KLHL2,11275,0.146,-0.416449338197708
DIS3L,115752,0.053,-0.416431874036789
TRIM45,80263,0.005,-0.416335195302963
GSG1L,146395,0.102,-0.416024595499039
AKR7L,246181,0.042,-0.415975391864777
SLC44A3,126969,0.036,-0.415735721588135
FABP3,2170,0.082,-0.415437370538712
FZD9,8326,0.195,-0.415082395076752
ADAMTS19,171019,0.096,-0.415065675973892
CYP4X1,260293,0.066,-0.414761185646057
VIPAS39,0,0.01,-0.414683550596237
BEX1,55859,0.105,-0.414644867181778
CCZ1P-OR7E38P,0,0.019,-0.414545714855194
NDP,4693,0.122,-0.414412200450897
CMTM7,112616,0.153,-0.414384782314301
THBD,7056,0.234,-0.414323002099991
KCTD21,283219,0.011,-0.414147913455963
STAG3,10734,0.029,-0.414014965295792
CENPM,79019,0.008,-0.413734406232834
HLA-G,3135,0,-0.413725852966309
AIG1,51390,0.001,-0.413720846176147
ARPC3,10094,0.133,-0.413575112819672
MTCH1,23787,0.269,-0.413522273302078
LOC100130331,0,0.045,-0.413400769233704
PSMD9,5715,0.049,-0.413370460271835
CENPP,0,0.214,-0.41334331035614
HNMT,3176,0.017,-0.413293659687042
PANK3,79646,0.025,-0.413291275501251
ZNF239,8187,0.193,-0.413193315267563
MBNL3,55796,0.01,-0.413156747817993
PLEKHG4B,153478,0.02,-0.413123816251755
RIBC1,158787,0.002,-0.413081616163254
FBXO2,26232,0.077,-0.413015484809875
JADE2,0,0.136,-0.412968069314957
FAM86B3P,0,0.121,-0.412826895713806
NLGN1,22871,0.128,-0.412670940160751
COL9A1,1297,0.017,-0.412645906209946
VAT1,10493,0.263,-0.412625908851624
SLC22A4,6583,0.001,-0.412552982568741
CARHSP1,23589,0.046,-0.412440091371536
FAM160A2,84067,0.082,-0.41231781244278
ABI1,10006,0.127,-0.412156134843826
ADORA2B,136,0.044,-0.412114351987839
BDKRB2,624,0.174,-0.412073463201523
CLPS,1208,0.04,-0.412024587392807
TBC1D13,54662,0.031,-0.41201052069664
SCCPDH,51097,0.224,-0.412010222673416
KCTD10,83892,0.005,-0.411919742822647
KDM5B,10765,0.038,-0.411686182022095
TLN2,83660,0.053,-0.41154757142067
MCUR1,0,0.149,-0.411517053842545
TMEM100,55273,0.008,-0.411436051130295
IL13RA1,3597,0.063,-0.411305010318756
FGFBP3,143282,0.06,-0.411251068115234
MIIP,60672,0.062,-0.411153167486191
TNFAIP8L3,388121,0.025,-0.411148130893707
CPEB2,132864,0.011,-0.410816550254822
PTOV1,53635,0.032,-0.410808563232422
FADS3,3995,0.25,-0.410806357860565
RTN4RL2,349667,0.226,-0.410523355007172
ALG8,79053,0.008,-0.410423457622528
CEP68,23177,0.053,-0.410413473844528
IKBIP,0,0.09,-0.410386651754379
NMNAT3,349565,0.217,-0.410381585359573
GMFG,9535,0.246,-0.410314917564392
NFIB,4781,0.049,-0.410008877515793
ASH2L,9070,0.148,-0.409981727600098
MEST,4232,0.043,-0.409905761480331
RALA,5898,0.024,-0.40982449054718
SLCO1C1,53919,0.062,-0.409745365381241
SSTR2,6752,0.088,-0.409724563360214
KNTC1,9735,0.033,-0.409639716148376
C19orf57,79173,0.028,-0.409534394741058
SCN2A,6326,0.089,-0.409491896629333
SNAPC5,10302,0.16,-0.409477472305298
GALNT18,0,0.097,-0.409236460924149
HLA-DRA,3122,0.063,-0.409111171960831
ITGAM,3684,0.054,-0.409089237451553
PJA1,64219,0.027,-0.409027993679047
TMIGD3,0,0.033,-0.408738642930984
ELAC1,55520,0.062,-0.408694595098495
LIX1,167410,0.03,-0.408634841442108
USF3,0,0.065,-0.408546477556229
HBQ1,3049,0.266,-0.408485680818558
KIAA1211,57482,0.002,-0.408374428749084
PRR29,0,0.015,-0.40830859541893
SPACA9,0,0.151,-0.408254653215408
SPRN,503542,0.195,-0.407996028661728
DENR,8562,0.079,-0.40796372294426
C17orf67,339210,0.201,-0.407907724380493
SMIM10L2B,0,0.124,-0.407837599515915
SLC12A4,6560,0.084,-0.407663702964783
RNF43,54894,0.061,-0.407619386911392
EVI2B,2124,0.032,-0.407503128051758
NSMF,0,0.046,-0.407448649406433
IMPACT,55364,0.136,-0.407447546720505
FGGY,55277,0.105,-0.407392650842667
HHEX,3087,0.002,-0.407175719738007
LHFPL3,375612,0.032,-0.407104283571243
TM7SF2,7108,0.174,-0.40691140294075
SARDH,1757,0.104,-0.406895518302917
PPCS,79717,0.021,-0.406808584928513
CSPG4,1464,0.033,-0.406614631414413
C2orf81,388963,0.008,-0.406573057174683
PSMA2,5683,0.112,-0.406562179327011
GRM3,2913,0.279,-0.406457096338272
SLC15A2,6565,0.01,-0.406434267759323
CACUL1,0,0.107,-0.406377136707306
SUMO3,6612,0.024,-0.406214207410812
TMEM65,157378,0.255,-0.406178325414658
BCAR1,9564,0.056,-0.406146317720413
RPS15,0,0.074,-0.406141757965088
CDH8,1006,0.067,-0.405784040689468
ALOX5,240,0.118,-0.405713349580765
ARF3,377,0.108,-0.405703753232956
IRF2BPL,0,0.013,-0.405588567256927
NUTF2,10204,0.012,-0.405529290437698
PRDM12,59335,0.074,-0.405479401350021
APBA1,320,0.024,-0.405379116535187
SQLE,6713,0.158,-0.405308395624161
MAST3,23031,0.156,-0.405168741941452
AJAP1,55966,0.053,-0.405118823051453
B3GNT2,0,0.266,-0.405078411102295
RLIM,51132,0.069,-0.404992640018463
RPP30,10556,0.004,-0.404880613088608
HOPX,84525,0.046,-0.404788583517075
NUDT14,256281,0.346,-0.404701322317123
GSKIP,0,0.31,-0.404650628566742
TPM1,7168,0.081,-0.404582172632217
WIPI2,26100,0.093,-0.404534488916397
ALOX5AP,241,0.116,-0.404497295618057
ENPP1,5167,0.045,-0.404474556446075
MYOM1,8736,0.009,-0.404436647891998
TRAPPC2,6399,0.034,-0.404224961996078
AKR7A2,8574,0.085,-0.403886795043945
VIM,7431,0.034,-0.403855383396149
IDH2,3418,0.199,-0.403787821531296
CLEC18B,497190,0.041,-0.403605133295059
PARP14,54625,0.009,-0.403534293174744
LYN,4067,0.151,-0.403444468975067
EXOC5,10640,0.004,-0.403287053108215
LOC101928111,0,0.054,-0.403261333703995
PPFIA2,8499,0.067,-0.403115332126617
RAB35,11021,0.232,-0.403101831674576
PERM1,0,0.202,-0.403099149465561
RIC8A,60626,0.203,-0.403074949979782
PRKCG,5582,0.09,-0.403069525957108
ARID1A,8289,0.066,-0.402915954589844
C14orf132,56967,0.082,-0.402739763259888
JARID2-AS1,0,0.04,-0.402694910764694
FAM86C1,0,0.22,-0.402496933937073
LPCAT3,0,0.104,-0.402438104152679
NPC2,10577,0.083,-0.402358770370483
PDS5A,23244,0.082,-0.402325093746185
ARMCX2,9823,0.168,-0.402248173952103
TMEM216,51259,0.025,-0.402194619178772
MEX3A,92312,0.038,-0.402149677276611
DMGDH,29958,0.042,-0.402054131031036
CRYZL1,9946,0.043,-0.401874750852585
DGCR6,8214,0.191,-0.401857227087021
USP32P1,0,0.1,-0.401679277420044
IGFN1,91156,0.02,-0.401626884937286
DKK3,27122,0.086,-0.401618897914886
NFATC1,4772,0.171,-0.40142497420311
PCDHGC3,5098,0.016,-0.401406854391098
CDC42EP4,23580,0.022,-0.401352971792221
CYP2J2,1573,0.002,-0.401063144207001
PABPC5,140886,0.126,-0.401028573513031
LOC105379807,0,0.139,-0.400868624448776
TNNT1,7138,0.103,-0.400779873132706
SNRPD2,6633,0.201,-0.400735825300217
DNPH1,0,0.118,-0.400675505399704
TMSB4X,7114,0.203,-0.400654464960098
TMEM87B,84910,0.024,-0.400587767362595
RNF5P1,286140,0.102,-0.400449633598328
RGS20,8601,0.036,-0.400418728590012
YWHAB,7529,0.139,-0.400404304265976
FGFR3,2261,0.018,-0.400287002325058
CAT,847,0.003,-0.400280654430389
HRH1,3269,0.205,-0.400206565856934
SH3BGRL3,83442,0.246,-0.399796038866043
ELMO2,63916,0.076,-0.399672895669937
DOLK,22845,0.158,-0.399582475423813
PNPLA3,80339,0.275,-0.399084568023682
LDHD,197257,0.253,-0.399035483598709
VAMP8,8673,0.105,-0.39902651309967
HLA-C,3107,0.001,-0.398918628692627
STK31,56164,0.049,-0.398901849985123
RSU1,6251,0.083,-0.398790210485458
RUBCN,0,0.035,-0.398729979991913
PARP1,142,0.285,-0.398583501577377
FBLN5,10516,0.133,-0.398411273956299
PRORSD1P,0,0.051,-0.398281663656235
NPY5R,4889,0.108,-0.398102045059204
CRADD,8738,0.233,-0.398077398538589
NR4A2,4929,0.037,-0.398052096366882
TANGO6,0,0.251,-0.397871106863022
PRPH,5630,0.055,-0.39773690700531
PAPSS1,9061,0.018,-0.397733151912689
MIR99AHG,0,0.091,-0.397722154855728
S1PR1,1901,0.035,-0.397688537836075
MMP14,4323,0.025,-0.397598832845688
SLC27A6,28965,0.069,-0.397536665201187
FGD4,121512,0.031,-0.397503763437271
VAT1L,57687,0.277,-0.397386491298676
PTPRG,5793,0.107,-0.397378027439117
CACHD1,57685,0.04,-0.397335708141327
LINC01140,0,0.337,-0.397113919258118
RARA-AS1,0,0.179,-0.397085517644882
SIRT3,23410,0.057,-0.396922081708908
TMEM179B,374395,0.001,-0.396867960691452
FUOM,0,0.147,-0.396825611591339
SNTB1,6641,0.058,-0.396572679281235
LINC01736,0,0.099,-0.396518737077713
ENOSF1,55556,0.008,-0.396510422229767
GSTM1,2944,0.016,-0.396485239267349
NR0B1,190,0.014,-0.396478801965714
ACOX2,8309,0.089,-0.396255016326904
PRDX6,9588,0.011,-0.396219342947006
AK5,26289,0.04,-0.396219193935394
GALM,130589,0.162,-0.396140187978745
FBXL2,25827,0.102,-0.395938843488693
SOX3,6658,0.071,-0.395757704973221
PAWR,5074,0,-0.395624965429306
TMEM173,340061,0.164,-0.395587742328644
